NKG2D(),CD45(),pErk(),CD107a()
12.95,113.7,3.4,0.82
4.92,50.62,12.4,0.25
5.31,182.84,5.35,0.79
2.44,38.6,0.5,0.39
2.01,8.29,0.86,0.81
6.07,81.7,2.08,6.45
11.48,73.89,4.67,1.92
2.93,23.15,1.79,0.94
6.25,57.94,9.06,0.93
6.96,32.88,5.74,0.53
7.34,33.03,5.33,1.35
8.16,75.36,0.02,1.65
13.9,36.9,0.55,1.77
6.04,33.13,0.52,0.52
5.21,37.12,6.93,0.61
11.04,52.25,1.87,0.26
5.62,66.79,1.15,0.44
6.22,64.15,2.29,0.67
1.11,33.81,0.47,0.12
14.43,39.2,1.81,0.65
1.63,38.3,4.21,2.22
3.06,7.57,0.66,0.5
6.36,30.61,2.92,0.59
1.49,43.16,3.6,0.53
8.19,48.78,3.18,0.57
4.52,24.84,13.02,0.38
2.82,25.03,3.92,0.37
5.95,18.65,3.72,0.24
5.49,30.39,0.02,0.12
3.57,37.24,4.19,1.26
15,56.21,5.09,0.4
5.93,36.51,0.58,0.84
20.35,48.88,4.77,11.72
3.75,45.87,2.43,0.13
0.02,51.78,1.87,0.83
11.89,65.84,5.45,0.64
2.05,42.55,5.4,-0
12.83,87.94,7.51,0.68
6.12,28.82,3.28,4.73
4.03,138.38,0.84,0.89
16.74,47.87,0.6,0.93
5.29,26.39,6.73,0.93
7.29,62.83,2.44,0.44
9.65,36.07,3.8,5.49
6.33,16.32,1.83,0.6
1.35,24.58,2.93,0.96
11.74,32.51,8.16,0.56
2.02,64.43,4.53,1.5
19.83,77.48,16.67,3.07
2.15,47.28,5.36,1.26
7.7,64.67,3.71,0.06
0.08,49.9,0.19,0.4
12.32,44.47,1.35,0.2
20.65,230.67,0.48,0.95
3.1,34.69,0.79,0.09
7.71,41.99,0.97,0.89
5.44,69.86,5.79,0.18
0.98,41.7,0.24,0.79
12.63,43.2,1.34,0.64
2.17,40.07,2.81,0.52
9.42,52.27,1.83,0.08
20.17,99.1,3.5,0.45
2.39,16.95,0.17,1.15
6.06,84.32,5.53,0.31
4.17,61.83,5.08,0.96
11.13,56.35,0.32,0.21
4.08,150.25,2.18,0.06
11.88,98.24,2.28,1.99
12.34,15.57,5.68,1.82
5.2,17.26,5.59,2.32
2.44,64.07,4.79,0.03
0.73,25.87,1.04,0.19
6.55,39.86,1.75,0.09
5.31,30.17,9.28,0.8
4.99,71.89,2.41,0.71
5.61,22.26,0.18,0.05
6.51,37.13,1.44,0.81
13.88,110.6,0.81,0.36
5.28,39.15,11.66,2.67
18.44,34.27,3.13,0.78
17.29,67.38,7.44,1.64
4.69,62.13,0.68,0.32
11.72,123.67,3.96,0.76
13.99,86.99,599.25,1.54
8.56,12.74,1.65,1.65
9.88,21.18,8.29,0.9
30.01,57,14.09,3.06
18.93,45.63,4.43,1.07
21.97,46.28,3.95,0.32
6.98,43.78,1.54,0.95
20.03,139.75,0.66,1.88
9.9,50.22,1.72,0.7
15.48,60.12,1.77,4.76
5.36,38,2.27,0.72
8.87,74.54,4.08,1.35
9.69,39.09,1.01,1.39
9.97,49.92,0.67,0.56
1.98,32.31,2.23,0.41
14.59,38.22,4.64,0.66
10.43,25.37,0.77,0.35
7.33,32.03,0.72,0.18
17.19,82.62,7.05,0.94
4.28,50.34,1.25,0.85
2.73,36.83,0.97,0.57
16.06,43.64,1.47,0.59
3.23,61.31,2.4,0.49
1.14,42.49,3.59,0.19
12.08,34.3,4.51,0.81
40.53,47.42,1.01,0.72
21.82,73.57,4.91,0.97
7.84,44.14,1.87,0.17
11.79,58.08,1.77,0.69
14.98,62.13,0.31,0.45
10.44,47.25,0.48,0.66
1.37,43.9,2.85,0.61
13.72,21.36,1,1.11
7.15,79.32,4.84,-0
8.71,43.72,3.07,0.86
9.94,45.26,4.65,0.91
6.21,124.94,5.87,0.65
0.74,33.81,3.45,0.74
16.03,56.5,0.36,2.29
18.25,52.06,1.36,0.66
29.46,40.97,1.01,1.77
1.22,40.42,2.57,0.5
5.16,46.56,2.16,0.34
12.46,33.44,0.67,94.72
1.9,59.37,3.53,61.85
2.27,65.19,0.37,0.62
8.15,47.53,1.89,0.17
17.21,95.53,8.5,0.67
0.6,25.72,0.76,0.85
0.64,62.45,0.48,0.41
9.91,162.57,0.09,1.52
6.97,32.85,2.44,0.39
1.27,38.95,1.55,0.29
13.59,123.89,2.79,0.28
14.82,42.98,1.27,0.86
14.59,66.09,17.42,0.84
10.87,62.79,3.89,1.64
5.83,53.21,0.82,0.47
5.41,11.48,2.98,1.17
5,99.64,6.61,0.24
10.68,38.46,0.95,0.77
1.08,35.29,1.1,0.25
11.64,95.96,0.98,0.23
18.64,64.85,8.93,0.17
9.66,61.16,4.89,0.38
3.96,69.33,3.59,0.58
4.6,37.4,5.42,14.38
12.86,15.22,10.33,0.99
4.68,61.79,1.26,0.68
2.34,164.78,4.66,0.98
16.48,32.65,4.66,0.92
14.82,5.72,2.53,0.05
51.43,58.38,3.07,0.2
26.37,42.42,7.86,0.95
31.04,76.93,1.16,0.63
18.77,41.26,10.92,2.01
7.13,42.59,0.81,2.26
25.03,51.39,2.98,1.27
9.12,55.4,2.19,0.83
16.66,75.21,8.83,2.98
24.46,151.82,0.27,5.78
22.3,41.04,0.96,0.55
23.21,127.62,0.76,2.04
8.18,51.52,1.66,0.29
6,13.44,8.19,0.67
13.33,74.54,4.41,0.88
6.05,26.47,2.53,0.82
9.28,60.48,1.45,1.56
7.87,65.66,3.94,0.98
11.35,26.75,1.64,1.02
13.5,47.14,13.32,1.21
21.85,50.57,3.75,1.2
0.03,36.45,0.44,0.46
5.43,137.31,4.29,0.06
14.31,38.68,3.92,0.61
8.47,47.12,3.07,0.92
29.98,34.2,0.93,0.8
3,73.66,1.79,0.05
32.38,53.41,2.05,1.89
5.16,84.61,1.51,0.67
3.43,14.21,0.06,1.77
8.86,25.55,0.8,0.67
5.47,54.5,1.77,1.46
13.15,32.13,0.32,0.77
6.38,23.6,0.68,1.89
12.58,34.72,3.46,0.88
9.96,57.99,3.63,1.25
2.55,8.37,4.69,0.6
9.75,115.68,0.21,1.52
8.2,54.39,5.62,0.2
29.02,38.38,8.73,1.83
5.94,76.3,2.43,0.2
8.8,77.16,6.44,0.63
5.75,28.07,2,1.31
14.21,56.55,2.69,3.13
17.73,40.21,1.28,2.45
4.31,47.85,0.35,0.97
3.05,21.5,0.03,0.84
6.68,52.18,6.75,0.45
0.8,12.99,20.53,0.96
20.25,49.99,0.49,0.97
1.4,78.87,0.74,-0
3.8,35.24,0.66,6.32
24.99,75.14,7.83,0.05
11.54,77.6,1.42,0.19
2.37,32.1,5.46,2.69
10.35,70.3,0.9,0.1
15.2,36.5,1.05,0.24
5.78,45.06,1.09,0.57
12.73,95.53,1.17,0.76
16.46,25.54,2.98,1.05
11.12,25.01,1.96,0.66
4.93,55.86,22.7,0.23
6.87,53.33,2.42,1.04
9.22,27.26,0.96,0.47
8.21,39.07,19.29,20.91
1.97,45.53,6.63,0.02
11.03,86.71,2.67,0.31
7.1,26.86,7.48,-0
2.19,42.41,0.39,0.61
5.57,86.27,0.64,0.38
2.86,58.65,6.1,-0
15.57,56.26,2.99,0.21
3.9,14.11,4.07,0.3
9.18,13.27,2.09,0.94
4.93,69.94,0.94,0.9
1.01,63.14,3.61,2.05
6.76,27.21,0.85,1.25
9.63,20.53,1.68,1.03
17.4,44.29,1.05,1.63
5.18,70.55,1.54,0.18
9.34,54.7,3.07,0.65
11.74,66.31,0.58,0.48
0.28,21.72,3.73,1.88
18.12,47.15,7.91,1.47
11.61,29.73,6.23,0.01
0.3,145.59,2.05,-0
6.97,16.23,7.66,1.18
13.71,36.45,3.12,1.2
13.07,58.73,0.8,0.53
15.02,64.5,1.98,0.62
3.3,14.42,1.02,1.02
14.86,70.15,1.12,0.56
7.32,33.14,5.63,0.95
3.51,48.01,2.47,2.35
13.38,39.54,2.25,0.16
19.45,103.78,2.21,2.08
5.68,20.43,0.57,0.93
2.9,29.67,1.68,1.47
38.34,78.84,4.47,1.05
6.36,41.54,5.86,0.61
34.89,29.15,0.2,-0
20.83,80.84,2.38,1.06
16.13,44.65,0.9,1.26
1.39,37.04,3.79,0.2
5.92,49.66,3.92,1.03
8.86,74.37,0.16,0.51
1.94,21.77,3.38,3.95
4.91,14.23,3.5,0.1
30.77,28.29,10.77,0.82
4.19,68.46,6.27,2.82
0.77,23.94,1.43,1.03
3.4,54.47,7.01,0.24
12.24,46.32,2.45,6.33
14.46,101.27,5.07,0.21
14.05,62.46,2.24,0.01
33.3,110.86,10.43,0.54
7.92,45.73,1.26,0.65
13.18,41.82,10.8,1.06
18.7,99.43,25.33,0.52
19.38,17.28,0.15,0.92
9.58,80.15,4.28,0.16
8.34,30.06,1.16,1.4
5.7,35.32,0.89,0.09
0.4,44.83,1.93,0.61
21.88,79.98,4.4,0.63
14.05,61.07,4.82,0.18
13.58,22.65,5.51,0.14
8.69,57.57,2.09,1.59
16.59,124.31,1.65,1.19
11.14,30.39,2.48,0.64
4.82,77.32,4.34,0.43
5.79,72.55,1.02,0.37
23.3,32.49,12.38,0.54
4.41,17.28,11.43,1.11
14.47,35.97,5.18,0.18
2.89,46.33,0.11,0.32
9.94,60.55,3.79,0.25
7.93,52.98,10.37,2.61
16.2,34.99,2.36,0.28
5.36,37.47,6.29,0.3
0.48,34.6,2.68,0.9
15.21,63.89,3.53,2.76
11.1,70.09,0.37,0.25
4.25,53.8,8.04,0.31
1.58,34.71,0.23,0.93
2.76,52.82,2.83,0.6
7.02,27.29,1.01,0.53
10.37,58.28,6.06,1.41
15.46,79.44,4.83,3.66
8.16,46.24,1.52,1.87
14.33,45.74,1.83,2.88
20.18,48.79,5.57,0.17
11.18,67.83,16.49,1.47
5.93,104.83,7.9,0.05
4.83,32.46,10.38,0.72
4.44,85.96,3.66,1.28
8.1,145.46,5.12,0.76
5.37,14.6,3.93,0.12
6.38,59.76,2.21,3.19
3.49,55.55,4.62,1.53
33.57,85.14,2.11,0.11
16.84,52.24,2.91,1.78
12.19,86.44,4,1.01
6.38,50.24,2.41,9.3
10.17,14.29,-0,0.91
7.8,57.2,3.26,0.17
4.23,110.24,3.94,2.72
12.54,49.76,3.17,1.13
21.55,60.64,8.78,0.88
10.39,65.54,12.96,0.61
14.24,25.92,1.98,0.35
18.78,35.13,4.68,0.52
2.47,24.17,3.94,0.51
6.76,90.38,2.33,3.83
15.15,33.26,1.07,3.07
4.99,102.82,0.66,0.99
11.03,74.21,4.56,-0
27.06,51.58,4.5,-0
13.73,38.23,0.59,1.6
25.79,82.22,6.83,10.84
7.84,90.73,1.59,0.93
18.75,28.78,2.69,2.11
4.4,27.67,0.15,0.68
5.39,140.46,2.24,1.25
9.75,25.21,3.18,0.29
37.28,35.83,1.41,0.94
8.87,104.57,35.96,1.03
16.92,43.48,6.11,0.6
7.84,56.11,0.55,0.96
14.29,68.05,10.42,0.83
15.41,88.1,6.91,0.31
1.64,50.58,0.63,0.63
8.54,41.42,2.3,1.01
20.79,28.65,10.6,0.27
1.22,78.45,5.59,0.51
9.41,78.36,3.85,0.74
13.91,37.63,0.11,0.05
8.82,15.38,0.39,0.06
19.55,39.68,3.18,0.5
8.46,51.38,3.58,0.66
7.91,16.06,0.66,0.75
3.26,47,4.33,1
19.08,135.51,1.63,0.97
1.21,108.75,2.77,0.58
9.31,42.53,0.26,0.18
3.81,40.59,0.28,0.83
6.5,12.77,67.24,0.27
9.4,45.91,2.89,0.88
12.38,107.65,3.67,-0
4.96,88.81,1.08,0.63
12.07,15.05,0.4,0.78
15.09,76.22,0.17,0.27
2.66,44.29,8.18,0.18
2,42.3,6.25,1
4.94,7.56,5.46,1.06
7.76,71.43,6.59,0.92
1.61,14.52,1.28,0.22
1.56,21.11,2.42,1.8
6.35,70.26,0.6,1.2
15.37,51.05,2.68,0.68
7.77,60.16,0.91,1.27
3.84,58.87,2.26,0.86
17.61,44.06,3.88,1.91
6.49,39.97,2.89,0.42
22.63,38.61,9.45,0.2
10.93,41.48,10.68,0.35
5.23,26.42,3.66,2.99
15.71,67.91,2.08,0.73
13.41,40.77,15.68,1.06
22.54,9.64,6.78,0.01
9.66,38.16,0.55,1.58
14.82,98.02,2.12,0.05
10.35,109.62,4.72,2.61
10.91,21.02,2.29,0.17
6.47,74.3,8.75,4.04
4.01,12.05,0.27,2.12
4.16,42.72,3.65,1.04
10.35,17,5.34,3.84
9.02,50.41,8.85,0.71
15.31,27.98,8.02,0.18
8,51.07,2.31,0.38
8.12,52.02,9.2,5.39
23.36,109.83,0.48,0.21
3.34,75.05,1.91,0.92
7.3,87.67,7.58,0.49
4.42,72.27,7.61,0.26
10.34,33.64,0.59,0.55
7.3,32.11,0.08,1.28
18.81,33.1,39.07,0.78
39.28,77.85,6.8,0.5
14.83,53.01,8.73,0.63
7.52,71.84,6.81,0.05
24.66,61.67,5.34,0.03
24.64,31.65,1.54,0.9
4.56,43.88,3.35,0.56
17.21,60.36,3.09,0.17
5.6,28.17,6.09,0.37
3.15,48.31,4.31,0.65
4.71,67.66,2.33,0.73
16.72,83.25,4.11,0.57
1.7,98.96,1.78,0.06
9.95,48.97,0.56,0.58
1.89,25.45,2.52,0.6
10.3,22,1.92,0.29
9.08,54.58,2.1,0.98
2.63,24.96,5.55,0.93
23.61,31.29,4.99,0.46
2.81,59.1,0.26,0.37
15.52,31.15,4.31,1.98
3.85,32.68,1.45,0.88
20.79,77.57,2.93,0.05
13.62,35.95,7.03,0.57
8.81,86.39,78.12,0.41
3.3,49.17,6.92,1.79
9.65,141.88,4.43,0.13
12.28,45.74,5.68,1.87
8.47,44.46,3.35,0.03
9.84,22.76,6.68,0.21
2.56,58.6,3.49,0.7
6.81,36.57,4.22,1.06
11.28,42.68,0.92,1.84
1.93,11.15,2.92,0
11.27,28.94,5.4,0.05
11.38,32.1,11.29,0.33
5.95,72.17,5.36,0.96
7.93,24.55,1.65,0.78
9.62,155.96,1.28,0.6
7.56,29.26,0.22,1.25
8.23,75.4,0.29,1.93
10.52,50.43,10.75,0.09
11.79,63.36,1.66,0.66
11.33,102.57,4.95,1.29
13.33,42.13,9.02,0.63
3.73,73.54,0.75,0.7
12.61,53.72,1.29,0.59
2.28,92.85,4.38,1.41
4.28,61.51,3.12,0.16
0.23,69.01,0.55,0.55
5.66,44.42,5.13,2.36
5.38,15.25,1.93,0.23
7.15,55.86,1.26,4.03
11.72,43.22,12.63,0.53
9.92,61.39,5.33,0.89
6.52,23.69,7.4,0.99
1.93,33.54,2.55,0.54
1.77,44.89,0.64,1.84
14.77,41.43,3.55,0.34
8.41,43.03,5.6,0.87
6.42,62.13,0.17,0.58
18.4,77.96,1.53,0.81
6.44,10.41,1.07,0.64
11.82,47.87,1.51,0.89
39.04,20.69,1.84,2.93
3.54,62.8,0.53,0.79
7.9,39.99,8.08,0.21
10.7,36.04,1.39,0.97
23.81,59.45,7.38,1.02
12.02,84.38,1.18,0.26
24.8,102.47,7.76,0.25
3.39,22.84,2.66,0.68
12.78,141.41,12.22,1.62
22.38,31.85,2.77,0.59
1.68,7.42,2.16,0.03
3.86,81.72,0.06,9.15
14.66,49.39,5.19,0.16
18.72,52.9,0.11,0.55
11.14,56.44,1.02,0.66
13.82,80.23,1.43,0.86
8.18,53.76,8.06,0.52
26.29,38.47,3.92,2.35
5.05,127.85,2.04,0.17
6.95,41.51,2.34,0.89
5.55,75.99,0.39,1.52
1.05,62.23,1.75,0.34
34.92,60.63,1.44,0.36
4.51,34.51,4.2,0.67
12.65,37.73,4.06,5.03
23.98,25.79,5.17,0.32
4.29,45.47,2.07,0.97
9.72,18.96,3.13,0.09
6.05,124.81,1.03,0.87
32.57,44.6,1.68,0.29
4.34,55.86,3.74,0.87
7.06,59.68,0.07,0.13
2.46,62.86,0.61,0.9
12.36,35.1,13.43,1.29
17.83,43.1,6.66,1.67
8.82,21.87,2.88,1.88
18.36,34.85,3.13,0.37
14.07,48.34,0.65,0.28
7.48,66.84,4.04,17.72
8.32,13.18,0.38,0.12
6.19,33.52,8.07,1.36
20.7,30.79,0.53,8.73
11.61,100.05,0.81,0.06
6.33,54.49,15.98,0.41
22.18,44.7,2.88,0.72
10.28,32.48,5.24,1.39
6.85,9.22,0.64,0.43
26.51,151.93,0.05,1.86
7.45,35.83,3.48,0.1
4.58,50.96,7.75,0.67
0.88,20.87,14.3,0.76
5.77,31.61,0.06,0.69
3.62,69.06,3.29,1.54
7.94,27.62,0.5,0.27
12.27,102.55,1.23,1.24
16.91,58.89,0.08,1.68
3.92,90.81,1.28,0.84
8.65,33.29,0.06,0.4
9.07,48.41,5.54,6.87
1.55,44.51,0.98,4.76
1.58,69.96,0.84,0.36
0.72,121.41,1.09,0.28
4.8,57.32,4.92,0.75
5.76,59.94,8.19,1.01
21.18,84.99,1.15,0.45
20.06,59.63,0.59,0.02
16.91,42.63,3.28,0.91
5.73,35.89,1.56,0.69
4,48.13,0.71,0.49
13.71,35.44,8.42,0.92
10.78,26.42,10.26,4.5
13.86,58.9,0.15,0.74
5.43,38.47,3.08,3.48
3.63,47.73,0.46,0.41
8.11,58.36,6.08,0.85
26.02,119.09,0.07,0.25
8.89,148.4,1.01,0.01
26.68,87.7,1.44,4.17
2.56,12.05,10.56,0.18
26.2,37.8,2.96,0.2
7.99,39.22,1.46,0.41
7.91,15.07,2.87,0.63
8.4,10.55,8.22,0.1
16.08,57.94,1.84,0.07
10.93,68.63,1.73,0.55
9.87,58.3,2.74,0.48
13.76,48.69,5.71,0.74
5.5,36.56,3.27,0.46
13.13,109.69,4.04,1.44
5.32,38.88,4.06,0.04
5.92,66.55,1.78,0.1
10.04,45.4,5.41,0.67
3.25,21.32,0.57,0.53
2.8,137.41,4.35,1.01
17.87,56.77,0.22,0.32
18.72,25.53,1.77,0.65
7.54,47.43,6.69,0.27
7.62,255.32,0.62,0.59
8.73,64.99,0.12,2.76
7.01,49.3,0.28,0.54
4.13,57.91,2.15,0.05
11.66,49.48,5.06,0.91
14.81,32.85,7.71,0.38
9.38,47.54,1.06,-0
3.41,42.48,2.96,0.22
8.33,22.3,0.88,0.33
2.62,123.2,3.5,1.75
3.64,44.6,1.75,0.88
3.2,38.3,0.63,1.66
3.5,66.65,2.46,1.55
13.76,32.76,0.51,0.45
10.33,63.55,3.13,0.78
3.37,26.41,3.31,0.01
16.54,48.55,8.42,0.43
4.12,49.33,1.72,0.27
3.8,15.11,3.55,0.69
11.15,23.85,1.71,1
9.39,39.62,5.28,0.4
12.24,44.07,2.26,1
21.37,191.6,4.67,6.51
3.77,42.6,2.93,0.48
12.83,245.94,1.96,8
13.73,21.3,1,0.07
3.56,11.48,9.45,1.17
7,40.72,2.78,0.38
2.61,110.3,0.41,0.45
1.78,32.3,1.86,9.02
11.59,34.19,0.31,0.14
9.63,104.76,8.15,0.1
0.07,21.49,0.38,0.04
12.04,54.64,1.41,2.7
16.82,9.91,4.85,0.92
1.99,53.95,2.54,0.59
19.66,44.14,0.03,0.12
11.13,58.16,0.81,2.35
1.22,69.91,1.98,0.79
13.79,14.17,6.77,0.25
2.57,22.32,1.09,-0
14.17,43.74,1.82,0.67
7.18,75.23,0.71,0.23
5.32,58.63,2.25,0.31
16.96,28.63,3.95,1.63
0.58,79.83,0.17,3.37
3.91,27.39,2.46,1.03
13.61,113.59,5.95,0.68
13.48,45.33,0.06,0.45
7.95,66.27,4.6,0.42
36.63,24.96,0.56,0.15
12.89,42.39,1.31,0.73
9.65,39.27,0.05,0.98
9.52,47.28,6.1,0.97
0.06,73.55,0.42,0.51
1.23,15.71,1.88,-0
4.82,32.08,1.2,0.22
9.77,59.03,1.58,0.56
9.3,86.26,0.95,0.74
18.31,29.34,0.39,0.79
8.3,68.81,3.86,0.32
1.12,61.33,5.23,1.03
7.92,135.34,5.48,1
6.66,25.89,0.24,0.58
35.07,138.85,0.38,0.18
16.45,83.2,10.57,0
19.93,102.89,0.36,0.56
8.8,24.61,7.61,0.89
7.3,108.43,18.65,0.3
13.11,8.9,0.34,0.5
1.8,9.82,2.3,0.3
18.58,24.64,1.74,0.72
13.42,41.26,4.45,1.66
6.98,111.58,6.53,0.22
23.88,135.34,1.6,1.61
22.25,25.74,12.44,1.33
4.58,12.99,0.65,0.67
1.63,87.99,2.18,0.5
18.33,7.3,1.62,0.51
6.5,42.5,4.21,3.3
4.55,13.92,2.68,0.66
6.45,44.25,38.27,1.37
10.63,18.17,5.02,-0
7.19,63.24,8,2.01
3.58,7.26,1.95,-0
9.2,44.12,6.98,0.75
0.99,22.88,4.1,1.14
27.36,32.13,0.3,1.3
25.95,31.93,0.16,0.09
5.5,50.94,1.35,0.56
7.82,29.97,0.28,0.89
4.87,39.01,0.45,0.06
13.88,43.74,5.08,1.72
1.34,42.59,3.14,0.71
1.94,59.05,3.11,0.9
17.59,21.88,15.87,1.26
2.75,19.42,0.73,1.4
9.46,29.84,1.39,0.53
4.19,52.17,9.04,-0
14.39,259.33,1.72,0.66
16.58,58.72,8.7,14.56
15.33,89.28,2.11,1.63
22.08,21.7,0.69,0.46
5.6,61.03,6.29,0.96
6.43,99.48,7.15,0.66
6.05,71.95,0.28,0.08
10.81,80.4,2.74,0.44
8.66,67.34,13.21,0.08
0.99,18.72,1.77,1.69
12.53,60.09,16.36,5.3
6.62,71.24,4.93,0.15
3.22,52.71,1.97,0.9
4.11,39.17,12.77,0.49
8.72,55.36,5.31,0.53
24.06,142.61,1.73,1.49
0.96,21.44,2.97,0.31
8.39,21.52,9.57,3.26
7.23,60.08,1.12,1.07
5.81,27.75,1.87,0.89
18.14,66.12,1.87,4.52
7.68,43.42,3.46,0.94
0.29,104.09,1.58,0.07
16.39,37.53,16.37,0.91
11.49,32.19,6.92,0.39
1.41,41.52,1.91,1.07
5,30.23,7.01,0.19
19.82,36.67,6.89,0.15
2.96,17.69,0.65,0.55
22.23,46.38,2.53,1.04
1.1,56.52,0.55,1.53
5.45,101.67,4.94,3.09
14.81,39.04,0.54,0.21
6.24,136.1,1.17,0.67
34.97,97.51,5.66,0.13
43.56,94.06,0.27,24.59
9.79,74.74,9.37,0.78
18.53,14.47,0.4,0.83
3.91,26.86,4.08,0.54
10.61,36.62,11.41,0.41
13.8,33.34,7.38,0.63
8.01,23.87,2,1.01
17.97,89.12,3.53,12.91
17.51,26.17,0.85,2.64
2.46,111.78,7.6,0.84
4.86,26.1,2.49,-0
5.26,78.7,3.74,0.75
1.84,43.01,2.56,0.32
18.53,55.54,3.61,0.5
3.4,35.64,2.41,0.62
12.57,40.61,0.25,0.18
10.49,32.4,2.69,1.4
10.46,59.36,0.8,0.09
20.71,38.8,7.77,1.03
1.69,38.83,18.71,0.71
10.2,30.03,25.78,5.91
14.28,42.95,0.34,1
8.99,60.69,7.78,0.7
16.63,15.77,10.41,0.97
7.37,38.25,1.91,0.01
0.28,36.02,2.27,0.53
9.59,16.67,1.04,3.9
9.1,72.42,1.33,0.65
18.79,31.35,2,0.49
8.92,39.51,2.17,0.54
14.79,52.24,0.07,0.04
15.44,134.95,1.41,0.03
7.19,75.26,0.83,0.39
5.78,72.87,9.18,3.08
24.75,23.2,0.68,1.2
37.06,70.95,2.53,0.81
2.47,35.63,2.61,0.4
9.06,78.29,1.78,0.32
15.83,47.85,1.3,0.68
7.14,52.52,0.03,7.19
12.53,47.87,1.15,1.7
9.38,47.98,3.59,1.05
1.48,84.25,8.36,0.24
4.53,90.52,1.97,0.17
2.58,23.57,1.46,0.65
20.03,57.53,1.55,2.04
16.36,43.51,1.83,-0
3.39,32.66,0.69,0.57
